code,名称,类型,日期,净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,f1,f2,f3,f4,f5,f6,f7,可购买,f9,起购金额,费率,e1,e2,e3
022045,招商安宁债券C,债券型,2025/11/20,1.0535,-0.08,-0.72,0.12,0.76,2.87,5.28,,,4.9,5.35,3,0,1,0,0,,043_701,1,1,10元,,0.00%,,,
090002,大成债券A/B,债券型,2025/11/20,1.1185,-0.09,-0.36,0.72,0.39,2.37,5.26,8.29,8.81,3.2,272.41,3,1,1,0.08,0,,043,1,1,1000元,0.80%,0.08%,0.08%,1,
001011,华夏希望债券A,债券型,2025/11/20,1.2382,0,-0.29,0.95,1.31,2.7,5.26,10.51,13.77,3.36,133.56,3,1,1,0.1,0,,043,1,1,10元,1.00%,0.10%,0.10%,1,
675100,西部利得得尊纯债A,债券型,2025/11/20,1.1438,-0.03,-0.2,0.93,0.82,2.34,5.26,9.99,13.22,3.7,45.51,3,1,1,0.05,0,,043,1,1,10元,0.50%,0.05%,0.05%,1,
003472,前海联合添鑫3个月开债C,债券型,2025/11/14,1.2057,-0.23,-0.05,-0.44,0.84,3.61,5.25,9.1,7.12,3.55,25.72,0,0,1,0,0,,043_071,0,5,10元,,0.00%,,,
007666,华夏鼎泓债券A,债券型,2025/11/20,1.3656,-0.04,-0.34,0.22,0.43,2.16,5.25,10.36,12.91,3.56,36.56,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
015020,蜂巢丰颐债券C,债券型,2025/11/20,1.0574,-0.05,-0.36,0.16,0.76,2.49,5.25,6.76,10.4,3.62,11.09,0,0,1,0,0,,043,0,4,10元,,0.00%,,,
015717,华夏稳享增利6个月滚动持有债C,债券型,2025/11/20,1.1691,-0.02,-0.26,0.53,1.63,2.53,5.25,11.78,17.67,3.41,16.91,3,0,1,0,0,,043_073_074_701,1,1,10元,,0.00%,,,
002625,博时安怡6个月定开债A,债券型,2025/11/14,1.1469,,0.13,0.61,1.05,2.13,5.25,9.51,12.29,3.5,36.3,0,1,1,0.06,0,,043_071,0,5,10元,0.60%,0.06%,0.06%,1,
519660,银河增利债券A,债券型,2025/11/20,1.6537,-0.21,-1.27,-0.24,0.24,3.94,5.24,9.22,7.24,3.5,101.19,3,1,1,0.08,0,,043_080,1,1,1000元,0.80%,0.08%,0.08%,1,
011109,南方晖元6个月持有期债券A,债券型,2025/11/20,1.0109,-0.04,-0.25,0.3,1.49,3.35,5.24,9.07,8.3,4.21,1.09,3,1,1,0.03,0,,043_073_701,1,1,10元,0.30%,0.03%,0.03%,1,
015805,景顺长城景颐尊利债券A,债券型,2025/11/20,1.1132,-0.12,-0.71,0.38,1.79,4.28,5.24,12.85,16.09,5.08,15.33,3,1,1,0.08,0,,043_701,1,1,10元,0.80%,0.08%,0.08%,1,
021423,易方达悦丰稳健债券A,债券型,2025/11/20,1.058,-0.06,-0.37,0.26,0.74,2.07,5.24,,,2.78,5.8,3,99,1,0.8,0,,043_701,1,1,10元,0.80%,0.80%,0.80%,99,
019038,海富通添利收益一年持有期债券A,债券型,2025/11/20,1.1138,-0.04,-0.36,0.38,0.82,2.06,5.23,11.49,,3,11.38,3,1,1,0.08,0,,043_073_701,1,1,10元,0.80%,0.08%,0.08%,1,
020641,博时安怡6个月定开债C,债券型,2025/11/14,1.1482,,0.13,0.6,1.05,2.12,5.23,,,3.47,8.74,0,0,1,0,0,,043_071,0,5,10元,,0.00%,,,
020192,南方晖元6个月持有期债券E,债券型,2025/11/20,1.0144,-0.04,-0.25,0.3,1.49,3.36,5.23,,,4.2,9.36,3,0,1,0,0,,043_073_701,1,1,10元,,0.00%,,,
000069,国投瑞银中高等级债券A,债券型,2025/11/20,1.1546,-0.03,-0.15,0.81,0.91,2.56,5.22,8.75,11.62,3.64,89.95,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
002701,东方红汇阳债券A,债券型,2025/11/20,1.1506,-0.1,-0.45,0.23,1,3.11,5.22,10.4,13.02,4.69,54.87,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
021360,国投瑞银和兴债券A,债券型,2025/11/20,1.0606,-0.08,-0.64,0.39,2.18,2.98,5.21,,,3.74,6.06,3,1,1,0.08,0,,043_701,1,1,10元,0.80%,0.08%,0.08%,1,
000997,南方双元A,债券型,2025/11/20,1.2714,-0.02,-0.09,0.62,0.68,3.45,5.2,8.85,11.53,3.89,30.36,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
161626,融通通福债券(LOF)A,债券型,2025/11/20,1.0737,-0.05,-0.69,0.23,-2.03,1.28,5.19,7.75,9.28,2.85,131.14,3,1,1,0.08,0,,020_043,0,1,10元,0.80%,0.08%,0.08%,1,
010260,海富通策略收益债券A,债券型,2025/11/20,1.0908,0.04,-0.44,0.33,0.27,2.76,5.19,8.26,9.55,4.31,9.08,3,1,1,0.06,0,,043,1,1,10元,0.60%,0.06%,0.06%,1,
016211,摩根瑞享纯债债券C,债券型,2025/11/20,1.0712,0.01,0.01,0.34,0.53,0.78,5.19,8.9,11.15,3.04,10.96,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
022241,国联恒安纯债B,债券型,2025/11/20,1.0452,0.01,0.02,0.18,0.21,-0.3,5.19,,,1.23,4.96,3,1,1,0.06,0,,041,1,1,10元,0.60%,0.06%,0.06%,1,
021434,融通通福债券(LOF)D,债券型,2025/11/20,1.2957,-0.05,-0.69,0.23,-2.04,1.27,5.18,,,2.84,9.33,3,1,1,0.08,0,,043,0,1,10元,0.80%,0.08%,0.08%,1,
007562,景顺长城景泰纯利债券A,债券型,2025/11/20,1.2055,-0.01,-0.02,0.85,0.89,1.73,5.16,9.95,13.92,3.04,31.7,3,1,1,0.08,0,,043,1,1,100元,0.80%,0.08%,0.08%,1,
016760,东吴添利三个月定开债券C,债券型,2025/11/20,1.1009,0.02,0.05,0.25,0.4,0.46,5.16,10.09,,1.47,12.17,0,0,1,0,0,,041_071,0,6,---,,0.00%,,,
010633,惠升和睿兴利债券C,债券型,2025/11/20,1.0486,-0.17,-1.45,0.88,0.39,1.42,5.15,6.17,7.88,2.1,4.86,3,0,1,0,0,,043_701,1,1,10元,,0.00%,,,
008796,国联恒安纯债A,债券型,2025/11/20,1.0438,0.01,0.01,0.17,0.15,-0.36,5.14,8.5,11.02,1.17,16.3,3,1,1,0.06,0,,041,1,1,1元,0.60%,0.06%,0.06%,1,
021555,兴业恒悦180天持有期债券C,债券型,2025/11/20,1.0636,-0.05,-0.2,0.36,0.97,1.58,5.14,,,3.3,6.36,3,0,1,0,0,,043_073_701,1,1,10元,,0.00%,,,
550018,中信保诚优质纯债债券A,债券型,2025/11/20,1.1444,-0.1,-0.59,0.27,0.54,3.66,5.13,6.95,10.04,4.21,93.73,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
470078,汇添富增强收益债券C,债券型,2025/11/20,1.1132,-0.05,-0.12,0.69,0.28,2.26,5.13,10.71,12.91,2.95,84.27,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
163007,长信利众债券(LOF)A,债券型,2025/11/20,1.0053,-0.06,-0.2,0.46,-0.03,3.05,5.13,8.42,12.32,3.69,56.93,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
003040,广发集富纯债C,债券型,2025/11/20,1.033,0,0.1,0.49,0.88,1.16,5.13,9.82,12.12,2.35,32.22,3,0,1,0,0,,041,0,1,10元,,0.00%,,,
015141,华泰紫金周周购6个月滚动债A,债券型,2025/11/20,1.0843,-0.1,-0.32,0.79,0.87,2.19,5.13,9.77,9.01,3.14,8.43,0,1,1,0.06,0,,043_071_073_074_080,0,4,10元,0.60%,0.06%,0.06%,1,
016210,摩根瑞享纯债债券A,债券型,2025/11/20,1.0726,0.01,0.01,0.35,0.56,0.87,5.13,8.9,11.27,2.94,11.09,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
110018,易方达增强回报债券B,债券型,2025/11/20,1.391,-0.07,-0.29,0.43,1.38,3.11,5.12,14.78,17.41,4.19,254.42,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
006177,中信保诚稳达A,债券型,2025/11/20,1.1241,0,0.05,0.73,0.26,0.62,5.12,10.34,13.49,1.9,34.82,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
013549,招商享利增强债券C,债券型,2025/11/20,1.0597,-0.09,-0.54,0.12,0.91,2.8,5.12,8.02,7.57,3.65,5.97,3,0,1,0,0,,043_701,1,1,10元,,0.00%,,,
017476,广发集轩债券C,债券型,2025/11/20,1.1041,-0.11,-0.59,-0.18,1.66,3.57,5.11,11.22,,5.17,10.41,3,0,1,0,0,,043_701,1,1,10元,,0.00%,,,
020414,中信保诚优质纯债债券I,债券型,2025/11/20,1.1447,-0.1,-0.59,0.27,0.53,3.66,5.11,,,4.21,6.7,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
018741,万家集利债券发起式A,债券型,2025/11/20,1.0611,-0.04,-0.57,0.67,2.22,5.15,5.11,8.35,,4.58,6.11,3,1,1,0.08,0,,043_080_701,1,1,10元,0.80%,0.08%,0.08%,1,
660009,农银增强收益债券A,债券型,2025/11/20,1.9383,-0.12,-0.71,-0.01,1.48,5.11,5.1,8.16,7.96,5.51,105.86,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
006178,中信保诚稳达C,债券型,2025/11/20,1.1209,0,0.05,0.74,0.26,0.62,5.1,10.26,13.16,1.9,29.95,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
015583,招商安悦1年持有期债券A,债券型,2025/11/20,1.1303,-0.27,-0.29,0.35,1.6,4.81,5.1,11.81,,4.57,13.03,3,1,1,0.08,0,,043_073_701,1,1,10元,0.80%,0.08%,0.08%,1,
519190,万家双利债券A,债券型,2025/11/20,1.3168,-0.4,-1.03,0.21,4.52,6.46,5.09,8.93,7.75,4.81,64.91,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
014733,德邦锐升债券C,债券型,2025/11/20,1.055,-0.01,0.04,0.5,0.77,0.11,5.09,,,0.13,5.71,0,0,1,0,0,,041,0,4,---,,0.00%,,,
016699,易方达丰和债券C,债券型,2025/11/20,1.4382,-0.19,-0.85,0.17,0.44,2.77,5.09,9.88,10.55,3.01,9.84,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
020499,金元顺安丰利债券C,债券型,2025/11/20,1.0388,-0.07,-0.23,0.5,1.28,3.22,5.08,,,4.78,14.1,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
519669,银河领先债券A,债券型,2025/11/20,1.2903,-0.04,-0.13,0.34,0.26,1.91,5.07,12.89,14.96,3.76,102.32,3,1,1,0.04,0,,043,1,1,10元,0.40%,0.04%,0.04%,1,
675111,西部利得汇享债券A,债券型,2025/11/20,1.3543,-0.02,-0.18,0.75,0.6,1.98,5.07,10.56,13.73,3.63,57.32,3,1,1,0.05,0,,043,1,1,10元,0.50%,0.05%,0.05%,1,
000182,景顺长城四季金利债券C,债券型,2025/11/20,1.241,-0.08,-0.08,0.81,0.73,1.97,5.06,10.09,13.49,3.32,68.07,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
121012,国投瑞银优化增强债券A/B,债券型,2025/11/20,1.3658,-0.11,-0.64,1,1.84,4.23,5.06,10.15,12.79,4.4,156.42,3,1,1,0.08,0,,043,1,1,900元,0.80%,0.08%,0.08%,1,
006060,鹏扬泓利债券C,债券型,2025/11/20,1.0855,-0.13,-0.68,0.3,1.08,2.81,5.06,9.45,10.21,4.24,27.7,3,0,1,0,0,,043_701,1,1,10元,,0.00%,,,
009019,西部利得聚泰18个月定开债C,债券型,2025/11/20,1.0947,-0.02,-0.21,0.94,0.59,1.92,5.06,10.07,14.91,3.95,30.49,0,0,1,0,0,,043_071,0,6,10元,,0.00%,,,
163825,中银互利半年定开债,债券型,2025/11/14,1.2726,,0.08,0.43,0.94,2.65,5.06,9.33,17.86,3.86,95.53,0,1,1,0.08,0,,043_071,0,6,10元,0.80%,0.08%,0.08%,1,
009287,惠升和裕纯债债券A,债券型,2025/11/20,1.0871,0,0.04,0.39,0.58,0.44,5.04,8.87,11.56,0.92,22.79,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
008070,鹏扬富利增强债C,债券型,2025/11/20,1.1184,-0.13,-0.55,0.9,1.03,2.6,5.04,8.33,8.36,2.94,11.84,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
015783,创金合信稳健添利债券C,债券型,2025/11/20,1.1594,-0.05,-0.62,0.18,0.78,3.11,5.04,11.99,15.09,4.4,15.94,3,0,1,0,0,,043_701,1,1,10元,,0.00%,,,
015782,创金合信稳健添利债券A,债券型,2025/11/20,1.1571,-0.05,-0.63,0.18,0.78,3.11,5.04,11.84,14.94,4.4,15.71,3,1,1,0.08,0,,043_701,1,1,10元,0.80%,0.08%,0.08%,1,
002651,东方红汇利债券A,债券型,2025/11/20,1.1204,-0.11,-0.44,0.28,0.99,3.14,5.03,10.25,12.93,4.48,54.06,3,1,1,0.08,0,,043,1,1,100元,0.80%,0.08%,0.08%,1,
011464,南华瑞利债券A,债券型,2025/11/20,1.0915,-0.03,-0.13,0.74,0.48,1.26,5.03,8.97,12.81,2.82,51.66,3,1,1,0.06,0,,043,1,1,10元,0.60%,0.06%,0.06%,1,
630003,华商收益增强债券A,债券型,2025/11/20,1.486,0,-0.27,0.2,-0.34,1.36,5.02,5.39,13.44,2.27,124.83,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
710301,富安达增强收益债券A,债券型,2025/11/20,1.4498,0.01,0.1,0.9,1.11,2.43,5.02,9.27,10.84,3.68,47.82,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
019109,泰康丰盈债券C,债券型,2025/11/20,1.4202,-0.2,-1.46,2.3,-1.33,2.73,5.02,8.79,,4.67,8.01,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
022315,东方红益丰纯债债券E,债券型,2025/11/20,1.0607,0,0.04,0.4,0.52,3.4,5.02,,,3.84,5.24,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
007969,西部利得得尊纯债C,债券型,2025/11/20,1.1346,-0.02,-0.2,0.91,0.75,2.22,5.01,9.44,12.35,3.47,27.39,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
519122,浦银安盛6个月持有期债券C,债券型,2025/11/20,1.1488,0.01,0.05,0.64,1.04,2.74,5.01,8.86,10.25,3.7,51.92,3,0,1,0,0,,043_073,1,1,10元,0.00%,0.00%,0.00%,0,
018592,中欧汇利债券A,债券型,2025/11/20,1.0984,-0.05,-0.59,0.16,0.68,2.33,5.01,9.44,,3.1,9.84,3,99,1,0.8,0,,043_701,1,1,10元,0.80%,0.80%,0.80%,99,
020598,格林聚利增强一个月持有期债券A,债券型,2025/11/20,1.0545,0,-0.09,0.33,-0.52,2.98,5.01,,,4.15,5.45,3,1,1,0.08,0,,043_073,1,1,10元,0.80%,0.08%,0.08%,1,
180026,银华信用双利债券C,债券型,2025/11/20,1.1907,-0.1,-0.67,0.29,0.86,3.27,5,6.41,5.28,4.17,83.04,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
016327,农银双利回报债券A,债券型,2025/11/20,1.0714,-0.04,-0.31,0.67,0.8,2.77,5,6.03,7.04,3.51,7.14,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
019513,中欧汇利债券E,债券型,2025/11/20,1.0956,-0.05,-0.59,0.16,0.68,2.34,5,9.16,,3.1,9.63,3,1,1,0.08,0,,043_701,1,1,10元,0.80%,0.08%,0.08%,1,
021917,富荣富兴纯债C,债券型,2025/11/20,1.2437,-0.01,-0.02,1.06,1.04,1.41,5,,,2.51,3.15,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
002734,泓德裕荣纯债债券A,债券型,2025/11/20,1.1125,0,-0.03,0.51,0.52,2.59,4.99,8.56,11.77,3.81,80.89,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
003733,金鹰添裕纯债债券A,债券型,2025/11/20,1.0762,0.02,0.09,0.92,0.93,1.74,4.99,8.56,11.48,2.92,29.12,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
016417,南方稳鑫6个月持有债券C,债券型,2025/11/20,1.1248,-0.05,-0.46,0.3,0.62,1.48,4.99,8.51,,2.77,12.48,3,0,1,0,0,,043_073_701,1,1,10元,,0.00%,,,
018764,汇添富稳荣回报债券发起式C,债券型,2025/11/20,1.1135,-0.11,-0.54,0.36,0.64,2.65,4.98,11.36,,2.96,11.35,3,0,1,0,0,,043_080,1,1,10元,,0.00%,,,
012622,金鹰添裕纯债债券C,债券型,2025/11/20,1.0879,0.01,0.08,0.91,0.92,1.72,4.97,8.48,12.18,2.91,10.6,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
015898,大成元合双利债券发起式A,债券型,2025/11/20,1.0099,-0.07,-0.56,0.29,1.81,4.37,4.97,6.66,3.88,3.36,0.99,3,1,1,0.08,0,,043_080_701,1,1,10元,0.80%,0.08%,0.08%,1,
000175,汇添富高息债债券C,债券型,2025/11/20,1.6556,-0.01,-0.15,0.72,0.26,2.88,4.96,8.28,10.15,4.02,69.87,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
003327,万家鑫璟纯债A,债券型,2025/11/20,1.2581,-0.01,0.02,0.27,0.28,0.26,4.96,8.2,10.75,1.06,49.17,3,1,1,0.04,0,,041,1,1,10元,0.40%,0.04%,0.04%,1,
003613,南方卓元债券C,债券型,2025/11/20,1.1132,-0.13,-0.54,0.32,1.55,3.27,4.96,8.58,9.31,4.21,39.41,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
675113,西部利得汇享债券C,债券型,2025/11/20,1.3435,-0.02,-0.19,0.74,0.58,1.93,4.96,10.34,13.39,3.55,55.39,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
011092,工银双玺6个月持有期债券C,债券型,2025/11/20,1.1096,-0.05,-0.39,0.43,1.39,2.93,4.96,10.8,12.59,3.53,10.96,3,0,1,0,0,,043_073_701,1,1,10元,,0.00%,,,
012352,英大通惠多利债券A,债券型,2025/11/20,1.0636,0.01,0.03,0.25,0.48,0.3,4.96,7.13,9.74,3.31,13.74,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
018641,华安沣润债券C,债券型,2025/11/20,1.0843,-0.05,-0.3,0.13,0.85,3.31,4.96,8.13,,4.17,8.43,3,0,1,0,0,,043_701,1,1,10元,,0.00%,,,
018253,平安利率债A,债券型,2025/11/20,1.0491,0.01,0.04,0.3,0.38,-0.13,4.95,11.73,,1.71,13.89,3,1,1,0.04,0,,041,1,1,10元,0.40%,0.04%,0.04%,1,
092002,大成债券C,债券型,2025/11/20,1.1341,-0.09,-0.35,0.7,0.31,2.23,4.94,7.64,7.85,2.93,190.17,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
001013,华夏希望债券C,债券型,2025/11/20,1.237,-0.01,-0.3,0.93,1.23,2.54,4.94,9.84,12.73,3.09,121.35,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
018272,嘉实稳健兴享6个月持有期债券A,债券型,2025/11/20,1.0841,-0.15,-0.91,0.12,1.29,2.42,4.94,8.43,,2.36,8.41,3,1,1,0.08,0,,043_073_701,1,1,10元,0.80%,0.08%,0.08%,1,
007009,中邮纯债优选一年定开债C,债券型,2025/11/14,1.1054,,0.14,0.83,0.99,2.69,4.93,9.82,13.28,3.34,28.44,0,0,1,0,0,,043_071,0,6,10元,,0.00%,,,
021108,国泰海通180天持有债券发起A,债券型,2025/11/20,1.0704,-0.05,-0.04,0.53,0.38,-0.87,4.93,,,0.52,7.04,3,1,1,0.04,0,,041_073_080,1,1,10元,0.40%,0.04%,0.04%,1,
050016,博时宏观回报债券A/B,债券型,2025/11/20,1.5233,-0.12,-0.97,0.42,1.18,3.95,4.92,9.1,9.49,3.93,74.05,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
012339,中信建投双鑫债券C,债券型,2025/11/20,1.0521,-0.05,-0.25,0.23,0.1,1.99,4.92,7.9,5.98,2.41,5.21,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
018530,中欧稳鑫180天持有债券A,债券型,2025/11/20,1.1068,-0.04,-0.15,0.36,0.08,1.63,4.92,9.6,,3.22,10.68,3,1,1,0.04,0,,043_073,1,1,10元,0.40%,0.04%,0.04%,1,
022242,国联恒安纯债E,债券型,2025/11/20,1.0443,0.01,0.01,0.16,0.12,-0.45,4.92,,,0.99,4.58,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
007753,中银招利债券C,债券型,2025/11/20,1.1262,-0.15,-0.6,-0.21,1.74,4.31,4.91,8.51,9.75,4.31,24.12,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
011110,南方晖元6个月持有期债券C,债券型,2025/11/20,0.9974,-0.05,-0.25,0.27,1.4,3.2,4.91,8.42,7.33,3.93,-0.26,3,0,1,0,0,,043_073_701,1,1,10元,,0.00%,,,
007645,平安季享裕定开债A,债券型,2025/11/20,1.1137,-0.05,-0.25,0.46,0.15,1.61,4.91,7.23,13.97,2.6,27.59,0,1,1,0.03,0,,043_071,0,6,10元,0.30%,0.03%,0.03%,1,
012903,平安添悦债券C,债券型,2025/11/20,1.1175,-0.09,-0.67,0.42,0.4,2.48,4.91,9.93,20.93,2.75,19.84,3,0,1,0,0,,043_701,1,1,10元,,0.00%,,,
000070,国投瑞银中高等级债券C,债券型,2025/11/20,1.1525,-0.03,-0.15,0.78,0.84,2.4,4.91,8.05,10.6,3.37,82.56,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
021854,博时稳健恒利债券C,债券型,2025/11/20,1.0478,-0.1,-0.58,-0.2,0.57,3.6,4.91,,,4.23,4.78,3,0,1,0,0,,043_701,1,1,10元,,0.00%,,,
006832,鹏扬添利增强债券A,债券型,2025/11/20,1.1222,-0.09,-0.51,0.47,0.44,2.46,4.9,10.2,11.69,3.38,28.38,3,1,1,0.06,0,,043,1,1,10元,0.60%,0.06%,0.06%,1,
002735,泓德裕荣纯债债券C,债券型,2025/11/20,1.17,0,-0.03,0.49,0.5,2.53,4.89,8.33,11.3,3.71,33.38,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
019881,中信保诚稳达E,债券型,2025/11/20,1.1186,0,0.04,0.71,0.2,0.51,4.89,9.82,,1.72,10.04,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
022018,景顺长城景颐合利债券A,债券型,2025/11/20,1.0482,-0.09,-0.66,0.21,1.49,4.11,4.89,,,4.68,4.83,3,1,1,0.08,0,,043_701,1,1,10元,0.80%,0.08%,0.08%,1,
007837,国寿安保尊耀纯债A,债券型,2025/11/20,1.1577,-0.05,-0.53,0.57,-0.62,1.62,4.88,8.99,11.16,2.85,25.81,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
010430,招商安阳债券A,债券型,2025/11/20,1.0597,-0.16,-0.73,0.57,0.76,2.97,4.88,15.31,23.38,4.08,35.1,3,1,1,0.08,0,,043_701,1,1,10元,0.80%,0.08%,0.08%,1,
016993,长江惠盈9个月持有债券发起式A,债券型,2025/11/20,1.0602,-0.12,-0.57,0.5,1.75,4.84,4.88,5.96,,4.82,6.02,3,1,1,0.06,0,,043_073_080,1,1,10元,0.60%,0.06%,0.06%,1,
021424,易方达悦丰稳健债券C,债券型,2025/11/20,1.0535,-0.05,-0.37,0.23,0.65,1.9,4.88,,,2.46,5.35,3,0,1,0,0,,043_701,1,1,10元,,0.00%,,,
240003,华宝宝康债券A,债券型,2025/11/20,1.3055,0.02,-0.05,0.69,0.83,2.06,4.87,8.64,10.91,3.35,236.16,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
000335,安信永利信用债券C,债券型,2025/11/20,1.4847,0.01,0.02,0.28,0.3,1.22,4.87,11.22,13.68,2.68,100.55,0,0,1,0,0,,043_071,0,6,10元,0.00%,0.00%,0.00%,0,
519225,海富通集利纯债债券A,债券型,2025/11/20,1.1833,-0.03,-0.36,0.96,0.55,1.26,4.87,7.85,11.17,2.49,18.33,3,1,1,0.08,0,,043,0,1,10元,0.80%,0.08%,0.08%,1,
013411,嘉实方舟6个月滚动持有债券发起A,债券型,2025/11/20,1.1297,0,-0.18,1.02,1.28,2.53,4.87,6.69,9.37,3.12,12.97,3,1,1,0.08,0,,043_073_074_080_701,1,1,10元,0.80%,0.08%,0.08%,1,
019424,财通资管双鑫一年持有期债券A,债券型,2025/11/20,1.0876,-0.06,-0.59,0.47,1.76,4.43,4.87,,,4.41,8.76,3,1,1,0.08,0,,043_073,1,1,10元,0.80%,0.08%,0.08%,1,
019939,长信120天滚动持有债券A,债券型,2025/11/20,1.0755,0,0.03,0.22,0.45,0.98,4.87,,,2.78,7.55,3,1,1,0.02,0,,041_073_074,1,1,10元,0.20%,0.02%,0.02%,1,
020367,嘉实方舟6个月滚动持有债券发起E,债券型,2025/11/20,1.1294,0,-0.18,1.02,1.28,2.52,4.87,,,3.11,6.85,3,0,1,0,0,,043_073_074_080_701,1,1,1000元,,0.00%,,,
001019,兴业年年利定开债,债券型,2025/11/14,1.381,,0.15,1.02,0.22,1.54,4.86,10.75,12.64,2.98,62.92,0,1,1,0.06,0,,043_071,0,6,10元,0.60%,0.06%,0.06%,1,
010261,海富通策略收益债券C,债券型,2025/11/20,1.0761,0.04,-0.44,0.31,0.19,2.6,4.86,7.61,8.54,4.02,7.61,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
018682,鑫元浩鑫增强债券A,债券型,2025/11/20,1.0714,-0.11,-0.54,0.53,1.27,3.51,4.86,7.08,,3.89,7.14,3,1,1,0.08,0,,043_701,1,1,10元,0.80%,0.08%,0.08%,1,
320008,诺安增利债券A,债券型,2025/11/20,1.685,0,-0.24,-0.06,-1.86,7.46,4.85,0.78,3.25,1.94,90.48,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
015437,太平安元债券A,债券型,2025/11/20,1.0719,-0.12,-0.44,0.24,0.64,3.62,4.85,6.95,5.75,3.06,7.19,0,1,1,0.05,0,,043_701,0,4,10元,0.50%,0.05%,0.05%,1,
014769,财通资管双福9个月持有债券发起式A,债券型,2025/11/20,1.1175,-0.04,-0.32,0.85,0.67,1.59,4.85,7.49,10.62,3.2,11.75,3,1,1,0.08,0,,043_073_080,1,1,10元,0.80%,0.08%,0.08%,1,
015899,大成元合双利债券发起式C,债券型,2025/11/20,1.0102,-0.07,-0.56,0.29,1.77,4.31,4.85,6.4,3.82,3.25,1.02,3,0,1,0,0,,043_080_701,1,1,10元,,0.00%,,,
020181,长城智盈添益债券发起式A,债券型,2025/11/20,1.0795,-0.1,-0.65,0.37,0.96,1.95,4.85,,,3.04,9.96,3,1,1,0.08,0,,043_080_701,1,1,10元,0.80%,0.08%,0.08%,1,
013380,景顺长城景泰纯利债券C,债券型,2025/11/20,1.1929,-0.01,-0.02,0.84,0.81,1.58,4.84,9.29,,2.77,12.86,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
005451,鹏扬双利债券A,债券型,2025/11/20,1.1582,-0.03,-0.22,0.78,1.08,2.75,4.83,10.38,13.54,3.39,44.74,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
